Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize
116-2013-14-All Students-Net Cumulative-External,116,2013-14,All Students,Net Cumulative,-0.01,0.01,November,External,338
116-2013-14-All Students-Entry-External,116,2013-14,All Students,Entry,0,0.059999999,October,External,338
116-2013-14-All Students-Withdrawal-External,116,2013-14,All Students,Withdrawal,0.01,0.050000001,October,External,338
116-2013-14-All Students-Net Cumulative-External,116,2013-14,All Students,Net Cumulative,-0.01,0.02,October,External,338
117-2013-14-All Students-Entry-External,117,2013-14,All Students,Entry,0.029999999,0.07,April,External,423
117-2013-14-All Students-Withdrawal-External,117,2013-14,All Students,Withdrawal,0.109999999,0.090000004,April,External,423
117-2013-14-All Students-Net Cumulative-External,117,2013-14,All Students,Net Cumulative,-0.079999998,-0.02,April,External,423
117-2013-14-All Students-Entry-External,117,2013-14,All Students,Entry,0.029999999,0.050000001,December,External,423
117-2013-14-All Students-Withdrawal-External,117,2013-14,All Students,Withdrawal,0.07,0.059999999,December,External,423
117-2013-14-All Students-Net Cumulative-External,117,2013-14,All Students,Net Cumulative,-0.029999999,-0.02,December,External,423
117-2013-14-All Students-Entry-External,117,2013-14,All Students,Entry,0.029999999,0.059999999,February,External,423
117-2013-14-All Students-Withdrawal-External,117,2013-14,All Students,Withdrawal,0.079999998,0.079999998,February,External,423
117-2013-14-All Students-Net Cumulative-External,117,2013-14,All Students,Net Cumulative,-0.039999999,-0.02,February,External,423
117-2013-14-All Students-Entry-External,117,2013-14,All Students,Entry,0.029999999,0.050000001,January,External,423
117-2013-14-All Students-Withdrawal-External,117,2013-14,All Students,Withdrawal,0.07,0.07,January,External,423
117-2013-14-All Students-Net Cumulative-External,117,2013-14,All Students,Net Cumulative,-0.039999999,-0.01,January,External,423
117-2013-14-All Students-Entry-External,117,2013-14,All Students,Entry,0.029999999,0.07,March,External,423
117-2013-14-All Students-Withdrawal-External,117,2013-14,All Students,Withdrawal,0.090000004,0.079999998,March,External,423
117-2013-14-All Students-Net Cumulative-External,117,2013-14,All Students,Net Cumulative,-0.059999999,-0.02,March,External,423
117-2013-14-All Students-Entry-External,117,2013-14,All Students,Entry,0.029999999,0.079999998,May,External,423
117-2013-14-All Students-Withdrawal-External,117,2013-14,All Students,Withdrawal,0.129999995,0.100000001,May,External,423
117-2013-14-All Students-Net Cumulative-External,117,2013-14,All Students,Net Cumulative,-0.100000001,-0.02,May,External,423
117-2013-14-All Students-Entry-External,117,2013-14,All Students,Entry,0.029999999,0.039999999,November,External,423
117-2013-14-All Students-Withdrawal-External,117,2013-14,All Students,Withdrawal,0.050000001,0.050000001,November,External,423
117-2013-14-All Students-Net Cumulative-External,117,2013-14,All Students,Net Cumulative,-0.02,-0.01,November,External,423
117-2013-14-All Students-Entry-External,117,2013-14,All Students,Entry,0.029999999,0.029999999,October,External,423
117-2013-14-All Students-Withdrawal-External,117,2013-14,All Students,Withdrawal,0.029999999,0.050000001,October,External,423
117-2013-14-All Students-Net Cumulative-External,117,2013-14,All Students,Net Cumulative,0,-0.01,October,External,423
121-2013-14-All Students-Entry-External,121,2013-14,All Students,Entry,0.01,0.100000001,April,External,388
121-2013-14-All Students-Withdrawal-External,121,2013-14,All Students,Withdrawal,0.050000001,0.090000004,April,External,388
121-2013-14-All Students-Net Cumulative-External,121,2013-14,All Students,Net Cumulative,-0.050000001,0.01,April,External,388
121-2013-14-All Students-Entry-External,121,2013-14,All Students,Entry,0,0.07,December,External,388
121-2013-14-All Students-Withdrawal-External,121,2013-14,All Students,Withdrawal,0.029999999,0.059999999,December,External,388
121-2013-14-All Students-Net Cumulative-External,121,2013-14,All Students,Net Cumulative,-0.029999999,0.01,December,External,388
121-2013-14-All Students-Entry-External,121,2013-14,All Students,Entry,0.01,0.090000004,February,External,388
121-2013-14-All Students-Withdrawal-External,121,2013-14,All Students,Withdrawal,0.039999999,0.07,February,External,388
121-2013-14-All Students-Net Cumulative-External,121,2013-14,All Students,Net Cumulative,-0.029999999,0.01,February,External,388
121-2013-14-All Students-Entry-External,121,2013-14,All Students,Entry,0.01,0.079999998,January,External,388
121-2013-14-All Students-Withdrawal-External,121,2013-14,All Students,Withdrawal,0.039999999,0.07,January,External,388
121-2013-14-All Students-Net Cumulative-External,121,2013-14,All Students,Net Cumulative,-0.029999999,0.01,January,External,388
121-2013-14-All Students-Entry-External,121,2013-14,All Students,Entry,0.01,0.090000004,March,External,388
121-2013-14-All Students-Withdrawal-External,121,2013-14,All Students,Withdrawal,0.039999999,0.079999998,March,External,388
121-2013-14-All Students-Net Cumulative-External,121,2013-14,All Students,Net Cumulative,-0.039999999,0.01,March,External,388
121-2013-14-All Students-Entry-External,121,2013-14,All Students,Entry,0.01,0.109999999,May,External,388
121-2013-14-All Students-Withdrawal-External,121,2013-14,All Students,Withdrawal,0.07,0.109999999,May,External,388
121-2013-14-All Students-Net Cumulative-External,121,2013-14,All Students,Net Cumulative,-0.07,0,May,External,388
121-2013-14-All Students-Entry-External,121,2013-14,All Students,Entry,0,0.07,November,External,388
121-2013-14-All Students-Withdrawal-External,121,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,388
121-2013-14-All Students-Net Cumulative-External,121,2013-14,All Students,Net Cumulative,-0.02,0.01,November,External,388
121-2013-14-All Students-Entry-External,121,2013-14,All Students,Entry,0,0.059999999,October,External,388
121-2013-14-All Students-Withdrawal-External,121,2013-14,All Students,Withdrawal,0.01,0.050000001,October,External,388
121-2013-14-All Students-Net Cumulative-External,121,2013-14,All Students,Net Cumulative,-0.01,0.01,October,External,388
125-2013-14-All Students-Entry-External,125,2013-14,All Students,Entry,0,0.109999999,April,External,366
125-2013-14-All Students-Withdrawal-External,125,2013-14,All Students,Withdrawal,0.01,0.100000001,April,External,366
125-2013-14-All Students-Net Cumulative-External,125,2013-14,All Students,Net Cumulative,-0.01,0.01,April,External,366
125-2013-14-All Students-Entry-External,125,2013-14,All Students,Entry,0,0.079999998,December,External,366
125-2013-14-All Students-Withdrawal-External,125,2013-14,All Students,Withdrawal,0,0.059999999,December,External,366
125-2013-14-All Students-Net Cumulative-External,125,2013-14,All Students,Net Cumulative,0,0.01,December,External,366
125-2013-14-All Students-Entry-External,125,2013-14,All Students,Entry,0,0.090000004,February,External,366
125-2013-14-All Students-Withdrawal-External,125,2013-14,All Students,Withdrawal,0,0.079999998,February,External,366
125-2013-14-All Students-Net Cumulative-External,125,2013-14,All Students,Net Cumulative,0,0.01,February,External,366
125-2013-14-All Students-Entry-External,125,2013-14,All Students,Entry,0,0.079999998,January,External,366
125-2013-14-All Students-Withdrawal-External,125,2013-14,All Students,Withdrawal,0,0.07,January,External,366
125-2013-14-All Students-Net Cumulative-External,125,2013-14,All Students,Net Cumulative,0,0.01,January,External,366
125-2013-14-All Students-Entry-External,125,2013-14,All Students,Entry,0,0.100000001,March,External,366
125-2013-14-All Students-Withdrawal-External,125,2013-14,All Students,Withdrawal,0.01,0.090000004,March,External,366
125-2013-14-All Students-Net Cumulative-External,125,2013-14,All Students,Net Cumulative,-0.01,0.01,March,External,366
125-2013-14-All Students-Entry-External,125,2013-14,All Students,Entry,0,0.109999999,May,External,366
125-2013-14-All Students-Withdrawal-External,125,2013-14,All Students,Withdrawal,0.039999999,0.119999997,May,External,366
125-2013-14-All Students-Net Cumulative-External,125,2013-14,All Students,Net Cumulative,-0.039999999,0,May,External,366
125-2013-14-All Students-Entry-External,125,2013-14,All Students,Entry,0,0.07,November,External,366
125-2013-14-All Students-Withdrawal-External,125,2013-14,All Students,Withdrawal,0,0.059999999,November,External,366
125-2013-14-All Students-Net Cumulative-External,125,2013-14,All Students,Net Cumulative,0,0.01,November,External,366
126-2013-14-All Students-Entry-External,126,2013-14,All Students,Entry,0.219999999,0.180000007,April,External,478
126-2013-14-All Students-Withdrawal-External,126,2013-14,All Students,Withdrawal,0.479999989,0.209999993,April,External,478
126-2013-14-All Students-Net Cumulative-External,126,2013-14,All Students,Net Cumulative,-0.25999999,-0.029999999,April,External,478
126-2013-14-All Students-Entry-External,126,2013-14,All Students,Entry,0.050000001,0.079999998,December,External,478
126-2013-14-All Students-Withdrawal-External,126,2013-14,All Students,Withdrawal,0.230000004,0.100000001,December,External,478
126-2013-14-All Students-Net Cumulative-External,126,2013-14,All Students,Net Cumulative,-0.180000007,-0.02,December,External,478
126-2013-14-All Students-Entry-External,126,2013-14,All Students,Entry,0.140000001,0.140000001,February,External,478
126-2013-14-All Students-Withdrawal-External,126,2013-14,All Students,Withdrawal,0.330000013,0.150000006,February,External,478
126-2013-14-All Students-Net Cumulative-External,126,2013-14,All Students,Net Cumulative,-0.189999998,-0.01,February,External,478
126-2013-14-All Students-Entry-External,126,2013-14,All Students,Entry,0.109999999,0.109999999,January,External,478
126-2013-14-All Students-Withdrawal-External,126,2013-14,All Students,Withdrawal,0.280000001,0.129999995,January,External,478
126-2013-14-All Students-Net Cumulative-External,126,2013-14,All Students,Net Cumulative,-0.170000002,-0.02,January,External,478
126-2013-14-All Students-Entry-External,126,2013-14,All Students,Entry,0.189999998,0.159999996,March,External,478
126-2013-14-All Students-Withdrawal-External,126,2013-14,All Students,Withdrawal,0.379999995,0.180000007,March,External,478
126-2013-14-All Students-Net Cumulative-External,126,2013-14,All Students,Net Cumulative,-0.189999998,-0.02,March,External,478
126-2013-14-All Students-Entry-External,126,2013-14,All Students,Entry,0.25,0.200000003,May,External,478
126-2013-14-All Students-Withdrawal-External,126,2013-14,All Students,Withdrawal,0.540000021,0.230000004,May,External,478
126-2013-14-All Students-Net Cumulative-External,126,2013-14,All Students,Net Cumulative,-0.289999992,-0.039999999,May,External,478
126-2013-14-All Students-Entry-External,126,2013-14,All Students,Entry,0.029999999,0.07,November,External,478
126-2013-14-All Students-Withdrawal-External,126,2013-14,All Students,Withdrawal,0.180000007,0.079999998,November,External,478
126-2013-14-All Students-Net Cumulative-External,126,2013-14,All Students,Net Cumulative,-0.140000001,-0.01,November,External,478
126-2013-14-All Students-Entry-External,126,2013-14,All Students,Entry,0.01,0.059999999,October,External,478
126-2013-14-All Students-Withdrawal-External,126,2013-14,All Students,Withdrawal,0.119999997,0.050000001,October,External,478
126-2013-14-All Students-Net Cumulative-External,126,2013-14,All Students,Net Cumulative,-0.109999999,0,October,External,478
127-2013-14-All Students-Entry-External,127,2013-14,All Students,Entry,0.01,0.159999996,April,External,322
127-2013-14-All Students-Withdrawal-External,127,2013-14,All Students,Withdrawal,0.059999999,0.109999999,April,External,322
127-2013-14-All Students-Net Cumulative-External,127,2013-14,All Students,Net Cumulative,-0.050000001,0.039999999,April,External,322
127-2013-14-All Students-Entry-External,127,2013-14,All Students,Entry,0,0.109999999,December,External,322
127-2013-14-All Students-Withdrawal-External,127,2013-14,All Students,Withdrawal,0.01,0.059999999,December,External,322
127-2013-14-All Students-Net Cumulative-External,127,2013-14,All Students,Net Cumulative,0,0.050000001,December,External,322
127-2013-14-All Students-Entry-External,127,2013-14,All Students,Entry,0.01,0.129999995,February,External,322
127-2013-14-All Students-Withdrawal-External,127,2013-14,All Students,Withdrawal,0.02,0.079999998,February,External,322
127-2013-14-All Students-Net Cumulative-External,127,2013-14,All Students,Net Cumulative,-0.01,0.050000001,February,External,322
127-2013-14-All Students-Entry-External,127,2013-14,All Students,Entry,0,0.119999997,January,External,322
127-2013-14-All Students-Withdrawal-External,127,2013-14,All Students,Withdrawal,0.01,0.07,January,External,322
127-2013-14-All Students-Net Cumulative-External,127,2013-14,All Students,Net Cumulative,0,0.050000001,January,External,322
127-2013-14-All Students-Entry-External,127,2013-14,All Students,Entry,0.01,0.140000001,March,External,322
127-2013-14-All Students-Withdrawal-External,127,2013-14,All Students,Withdrawal,0.02,0.100000001,March,External,322
127-2013-14-All Students-Net Cumulative-External,127,2013-14,All Students,Net Cumulative,-0.02,0.050000001,March,External,322
127-2013-14-All Students-Entry-External,127,2013-14,All Students,Entry,0.01,0.170000002,May,External,322
127-2013-14-All Students-Withdrawal-External,127,2013-14,All Students,Withdrawal,0.109999999,0.129999995,May,External,322
127-2013-14-All Students-Net Cumulative-External,127,2013-14,All Students,Net Cumulative,-0.109999999,0.029999999,May,External,322
127-2013-14-All Students-Entry-External,127,2013-14,All Students,Entry,0,0.100000001,November,External,322
127-2013-14-All Students-Withdrawal-External,127,2013-14,All Students,Withdrawal,0,0.050000001,November,External,322
127-2013-14-All Students-Net Cumulative-External,127,2013-14,All Students,Net Cumulative,0,0.050000001,November,External,322
